baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id
108.909048067778	-0.801539985163581	0.22123275937237	-3.61576186590365	0.00029946557486148	0.00358074573695616	ENSMUSG00000051951
22.4566867869549	-0.464696745509309	0.295922175692169	-1.56755740474796	0.11698445941176	0.367631637852872	ENSMUSG00000102331
61.4602873126038	-0.412508028431099	0.242824743564394	-1.6967142002023	0.0897507066760009	0.311436353938328	ENSMUSG00000025900
201.478894906331	0.168339569369616	0.206416758921456	0.815651497453804	0.414699486965216	0.727286545373078	ENSMUSG00000025902
845.523538761224	0.11036231231589	0.108867877885023	1.01373378577269	0.310709798005616	0.628177852903556	ENSMUSG00000033845
872.73208414612	-0.486868466382379	0.154060678249675	-3.1597746586417	0.00157891203581684	0.0145104383918401	ENSMUSG00000025903
1491.05126000674	-0.298629076769604	0.0988385554595263	-3.0212486004761	0.00251734585303495	0.0214431437244977	ENSMUSG00000033813
25.717944179368	0.0558551049962664	0.286703406847808	0.194968827594824	0.845417351264702	0.957139528511194	ENSMUSG00000062588
859.710866939427	-0.194091230235297	0.117964634110432	-1.64525832600442	0.0999165499885046	0.335195571989199	ENSMUSG00000033793
962.249476483326	-0.230290847484516	0.13319840302422	-1.72885929034821	0.0838342815843236	0.297404428116831	ENSMUSG00000025907
50.8212031464223	0.318151175434379	0.239782300742541	1.32715623681726	0.184457005634935	0.478125383220124	ENSMUSG00000090031
19.7014132246803	0.220163369330143	0.297151088841228	0.740660220563798	0.458899484515885	0.760716728366886	ENSMUSG00000102135
1197.85992854422	-0.342275787526607	0.147779457303294	-2.31605885203606	0.0205550555824647	0.110386325019348	ENSMUSG00000051285
43.8312155483146	0.0100430816171621	0.266034430012771	0.0377576884058815	0.969880880058244	0.991140196817922	ENSMUSG00000048538
63.1711638119221	0.109766071050183	0.270229802343567	0.406028794439558	0.684721443492143	0.892071168609155	ENSMUSG00000084353
551.460161435073	0.153759825409573	0.122144184797096	1.25886169711108	0.208080290805341	0.512194972986699	ENSMUSG00000061024
59.0624489764354	0.134732668537022	0.272093059769346	0.495419765848848	0.620303845152338	0.86046556038032	ENSMUSG00000025911
23.1884027713296	0.0200873895109576	0.284607333145913	0.07061920443854	0.943700825639714	0.983721822245636	ENSMUSG00000079671
23.4632045210097	1.40691756180461	0.29231269486093	4.73965778643418	2.14079472526319e-06	4.77206715605802e-05	ENSMUSG00000067879
96.031438101911	-0.250104927976322	0.204155113669439	-1.2245506171482	0.220744583884048	0.528663783053369	ENSMUSG00000025912
654.538720017581	-0.245781892019319	0.10784018922573	-2.27897690427497	0.0226684382511679	0.118716105214036	ENSMUSG00000045210
782.937890670459	-0.288663440241218	0.116392431497003	-2.47991792478912	0.0131412627731061	0.0793685012356905	ENSMUSG00000025915
27.9512079782344	0.08225139191895	0.295664070509383	0.278149129135092	0.780897883516473	0.933332079317124	ENSMUSG00000046334
754.444206442009	0.3193756014371	0.152452702543959	2.09487968824001	0.0361816888943656	0.166998494743857	ENSMUSG00000098234
17.2960172807267	-0.214331761499907	0.296677351093292	-0.724002361688316	0.469064285169599	0.767202284223157	ENSMUSG00000099032
2106.8620899392	-0.0996058995206838	0.109942262984864	-0.905973005118938	0.364950140870489	0.678032374120576	ENSMUSG00000025917
275.009229147175	0.0597475942221084	0.160378241891871	0.372537739509848	0.70949251869551	0.904801343703389	ENSMUSG00000056763
1058.07876574992	-0.134736773312047	0.102957381532159	-1.30864362562466	0.190655096011745	0.487068567667688	ENSMUSG00000067851
589.924728055776	-0.688218456821843	0.157912342766711	-4.35704406679242	1.3183073374198e-05	0.000239646545384099	ENSMUSG00000048960
786.41417332506	0.336582829781906	0.175624202872269	1.91648599979158	0.0553032635526218	0.224478695974787	ENSMUSG00000016918
770.142466955397	-0.380093836413196	0.112291321166475	-3.38451427928683	0.000713043100180574	0.00743688354098003	ENSMUSG00000005886
3696.68824969007	-0.153098330894461	0.112677381120931	-1.35871985254399	0.174235378755369	0.461987989102305	ENSMUSG00000025935
589.69176052487	-0.176584514234654	0.129348824347063	-1.36516702786381	0.172200558963179	0.458350952934243	ENSMUSG00000025937
15.200115157125	0.441608929860814	0.296219728608156	1.49101622465034	0.135957235254921	0.401100941030016	ENSMUSG00000025932
39.5381863053678	1.01119680622755	0.263265950467965	3.82585132437694	0.000130320928843506	0.00175369566548678	ENSMUSG00000025930
262.06898205648	0.0715288654763679	0.153577532041858	0.465749023509727	0.641395157357862	0.871889167640899	ENSMUSG00000025925
107.556263897854	-0.496417422703491	0.221580381860185	-2.23848034608577	0.025189747678992	0.12832791483896	ENSMUSG00000104379
665.450642795123	-0.585880585090725	0.11519859045283	-5.08450125161514	3.68593338218798e-07	9.92247895361679e-06	ENSMUSG00000032719
28777.0198096733	0.0649488107149907	0.106585657136481	0.60935856999089	0.54228679274458	0.81784465470179	ENSMUSG00000043716
375.317053811532	0.0367693665275769	0.148524869672654	0.247555919419522	0.804478020383285	0.941938483507879	ENSMUSG00000025921
305.540558680826	-0.356449682727945	0.148923193959046	-2.39294025919693	0.0167139622818234	0.0946968441184292	ENSMUSG00000025920
842.872529500996	-0.00232232672666471	0.115405119346527	-0.0201225064783439	0.983945646205744	0.996041523192037	ENSMUSG00000025939
1578.45516716603	-0.15291165685321	0.137230283627623	-1.11424084713045	0.265175876163713	0.58033974142211	ENSMUSG00000079658
659.505100454832	0.0512029411068617	0.115412317143175	0.443653742792117	0.657292943784018	0.878947920393051	ENSMUSG00000025940
93.7696305428465	0.160343298169709	0.245259512907622	0.653683195821929	0.51331593174205	0.798221396803005	ENSMUSG00000025779
168.623405737439	1.19286169040365	0.256930987295207	4.64297678919802	3.43424944181356e-06	7.35576413051632e-05	ENSMUSG00000042686
298.486776571166	0.247152076177771	0.256654255983423	0.963062703990812	0.335516056908017	0.650659573530414	ENSMUSG00000067780
310.117366324828	0.115977219819352	0.151453781186734	0.765746438885692	0.443827189398675	0.749575787216482	ENSMUSG00000025776
81.1915530081245	2.12475726799645	0.272430563630488	7.70331839085879	1.32577477641548e-14	1.24010287472433e-12	ENSMUSG00000099906
1059.03712247784	0.121401537248327	0.158950768870862	0.763767747699233	0.445005659983169	0.75068355768648	ENSMUSG00000041859
629.883305258786	0.425158021981272	0.124873947136748	3.40475684259854	0.000662229919906762	0.00698081026127106	ENSMUSG00000025931
62.3930509731877	0.0590269000555607	0.24246831849098	0.243439418613056	0.807665010437723	0.943371626433187	ENSMUSG00000041809
485.732682977893	0.037266698377773	0.128486031548955	0.290055103748194	0.771774081965928	0.93069644181719	ENSMUSG00000041779
335.812774262757	-0.671978854754518	0.156325139038741	-4.29596838025452	1.73932375434283e-05	0.000306017449588485	ENSMUSG00000025933
60.9382926136663	-0.737919462323597	0.257884296293521	-2.85481122644781	0.00430624163015598	0.0334605389337935	ENSMUSG00000028033
176.875458088115	0.0504005028265848	0.206178969306523	0.24442576536929	0.806901088943953	0.943224803725593	ENSMUSG00000082935
